fid,LATITUD,LONGITUD,PROGRESIVA,Z
"937",-34.5932268598126,-58.445477487489,18826.73,16.52
"938",-34.5932731128085,-58.445265502017,18846.84,17.79
"939",-34.5933193654251,-58.4450535163668,18866.96,15.76
"940",-34.5933656176625,-58.4448415305384,18887.07,16.82
"941",-34.5934118695208,-58.4446295445319,18907.18,16.21
"942",-34.5934581209998,-58.4444175583473,18927.3,8.45
"943",-34.5935043720997,-58.4442055719845,18947.41,9.61
"944",-34.5935506228203,-58.4439935854436,18967.53,19.04
"945",-34.5935968731617,-58.4437815987246,18987.64,14.93
"946",-34.5936431231239,-58.4435696118274,19007.75,20.43
"947",-34.5936893727069,-58.4433576247522,19027.87,14.4
"948",-34.5937356219107,-58.4431456374988,19047.98,14.78
"949",-34.5937818707353,-58.4429336500673,19068.1,7.8
"950",-34.5938281191806,-58.4427216624578,19088.21,9.5
"951",-34.5938743672468,-58.4425096746701,19108.32,10.42
"952",-34.5939206149337,-58.4422976867044,19128.44,15.25
"953",-34.5939668622414,-58.4420856985605,19148.55,13.74
"954",-34.5940131091699,-58.4418737102386,19168.67,12.85
"955",-34.5940593557192,-58.4416617217386,19188.78,17.53
"956",-34.5941056018892,-58.4414497330606,19208.89,36.83
"957",-34.59415184768,-58.4412377442045,19229.01,22.47
"958",-34.5941980930916,-58.4410257551704,19249.12,10.4
"959",-34.594244338124,-58.4408137659582,19269.24,15.96
"960",-34.5942905827771,-58.440601776568,19289.35,9.98
"961",-34.594336827051,-58.4403897869997,19309.46,19.1
"962",-34.5943830709457,-58.4401777972534,19329.58,17.15
"963",-34.5944293144611,-58.4399658073291,19349.69,15.19
"964",-34.5944755575973,-58.4397538172267,19369.81,17.41
"965",-34.5945218003542,-58.4395418269464,19389.92,12.42
"966",-34.5945680427319,-58.439329836488,19410.03,19.88
"967",-34.5946142847304,-58.4391178458516,19430.15,17.03
"968",-34.5946605263496,-58.4389058550373,19450.26,14.74
"969",-34.5947067675896,-58.4386938640449,19470.38,19.49
"970",-34.5947530084503,-58.4384818728746,19490.49,10.73
"971",-34.5947992489318,-58.4382698815263,19510.6,9.08
"972",-34.594845489034,-58.43805789,19530.72,14.66
"973",-34.594891728757,-58.4378458982957,19550.83,11.03
"974",-34.5949379681007,-58.4376339064135,19570.95,15.21
"975",-34.5949842070651,-58.4374219143533,19591.06,17.92
"976",-34.5950304456503,-58.4372099221152,19611.17,15.02
"977",-34.5950766838563,-58.4369979296991,19631.29,15.09
"978",-34.595122921683,-58.4367859371051,19651.4,19.75
"979",-34.5951691591304,-58.4365739443331,19671.52,18.28
"980",-34.5952153961985,-58.4363619513833,19691.63,11.77
"981",-34.5952616328874,-58.4361499582554,19711.74,9.9
"982",-34.5953078691971,-58.4359379649497,19731.86,18.38
"983",-34.5953541051274,-58.4357259714661,19751.97,16.74
"984",-34.5954003406785,-58.4355139778045,19772.09,17.61
"985",-34.5954465758503,-58.4353019839651,19792.2,15.09
"986",-34.5954928106428,-58.4350899899477,19812.31,17.82
"987",-34.5955390450561,-58.4348779957525,19832.43,20.43
"988",-34.5955852790901,-58.4346660013794,19852.54,20.65
"989",-34.5956315127448,-58.4344540068284,19872.66,10.41
"990",-34.5956777460202,-58.4342420120995,19892.77,15.24
"991",-34.5957239789163,-58.4340300171928,19912.89,17.06
"992",-34.5957702114332,-58.4338180221082,19933,21.07
"993",-34.5958164435708,-58.4336060268457,19953.11,18.33
"994",-34.595862675329,-58.4333940314054,19973.23,15.98
"995",-34.595908906708,-58.4331820357872,19993.34,14.86
"996",-34.5959551377077,-58.4329700399912,20013.46,15.61
"997",-34.5960013683282,-58.4327580440174,20033.57,10.75
"998",-34.5960475985693,-58.4325460478657,20053.68,16.85
"999",-34.5960938284311,-58.4323340515362,20073.8,19.5
"1000",-34.5961400579136,-58.4321220550289,20093.91,18.94
"1001",-34.5961862870168,-58.4319100583438,20114.03,13.33
"1002",-34.5962325157408,-58.4316980614809,20134.14,17.82
"1003",-34.5962787440854,-58.4314860644402,20154.25,20.31
"1004",-34.5963249720507,-58.4312740672216,20174.37,15.07
"1005",-34.5963711996367,-58.4310620698253,20194.48,20.06
"1006",-34.5964174268434,-58.4308500722512,20214.6,17.09
"1007",-34.5964636536708,-58.4306380744994,20234.71,19.89
"1008",-34.5965098801189,-58.4304260765697,20254.82,21.98
"1009",-34.5965561061877,-58.4302140784623,20274.94,22.43
"1010",-34.5966023318771,-58.4300020801771,20295.05,22.74
"1011",-34.5966485571873,-58.4297900817142,20315.17,17.22
"1012",-34.5966947821181,-58.4295780830735,20335.28,20
"1013",-34.5967410066696,-58.4293660842551,20355.39,23.53
"1014",-34.5967872308418,-58.4291540852589,20375.51,22.54
"1015",-34.5968334546346,-58.428942086085,20395.62,22.76
"1016",-34.5968796780482,-58.4287300867334,20415.74,24.67
"1017",-34.5969259010824,-58.428518087204,20435.85,32.86
"1018",-34.5969721237373,-58.4283060874969,20455.96,15.57
"1019",-34.5970183460129,-58.4280940876121,20476.08,25.21
"1020",-34.5970645679091,-58.4278820875496,20496.19,24.01
"1021",-34.597110789426,-58.4276700873094,20516.31,23.61
"1022",-34.5971570105636,-58.4274580868915,20536.42,19.39
"1023",-34.5972032313218,-58.427246086296,20556.53,16.14
"1024",-34.5972494517007,-58.4270340855227,20576.65,22.3
"1025",-34.5972956717002,-58.4268220845718,20596.76,16.04
"1026",-34.5973418913204,-58.4266100834432,20616.88,18.05
"1027",-34.5973881105613,-58.4263980821369,20636.99,17.34
"1028",-34.5974343294228,-58.4261860806529,20657.1,23.07
"1029",-34.597480547905,-58.4259740789913,20677.22,23.73
"1030",-34.5975267660079,-58.4257620771521,20697.33,25.45
"1031",-34.5975729837314,-58.4255500751352,20717.45,29.99
"1032",-34.5976192010755,-58.4253380729406,20737.56,27.39
"1033",-34.5976654180403,-58.4251260705685,20757.67,28.04
"1034",-34.5977116346257,-58.4249140680187,20777.79,14.98
"1035",-34.5977578508318,-58.4247020652913,20797.9,15.76
"1036",-34.5978040666585,-58.4244900623862,20818.02,16.8
"1037",-34.5978502821059,-58.4242780593036,20838.13,15.11
"1038",-34.5978964971739,-58.4240660560433,20858.24,15.66
"1039",-34.5979427118625,-58.4238540526055,20878.36,28.58
"1040",-34.5979889261718,-58.42364204899,20898.47,26.35
"1041",-34.5980351401017,-58.423430045197,20918.59,23.88
"1042",-34.5980813536522,-58.4232180412264,20938.7,23.42
"1043",-34.5981275668234,-58.4230060370782,20958.81,23.65
"1044",-34.5981737796152,-58.4227940327524,20978.93,25.54
"1045",-34.5982199920277,-58.422582028249,20999.04,27.24
"1046",-34.5982662040607,-58.4223700235681,21019.16,22.15
"1047",-34.5983124157144,-58.4221580187097,21039.27,36.75
"1048",-34.5983586269887,-58.4219460136737,21059.38,27.13
"1049",-34.5984048378837,-58.4217340084601,21079.5,45.37
"1050",-34.5984510483992,-58.4215220030691,21099.61,31.9
"1051",-34.5984972585354,-58.4213099975004,21119.73,34.51
"1052",-34.5985434682922,-58.4210979917543,21139.84,41.74
"1053",-34.5985896776696,-58.4208859858306,21159.95,25.65
"1054",-34.5986358866676,-58.4206739797294,21180.07,26.5
"1055",-34.5986820952862,-58.4204619734507,21200.18,27.59
"1056",-34.5987283035255,-58.4202499669945,21220.3,34.39
"1057",-34.5987745113853,-58.4200379603608,21240.41,41.11
"1058",-34.5988207188658,-58.4198259535496,21260.52,27.51
"1059",-34.5988669259668,-58.4196139465609,21280.64,25.82
"1060",-34.5989131326885,-58.4194019393947,21300.75,28.73
"1061",-34.5989593390307,-58.4191899320511,21320.87,30.85
"1062",-34.5990055449936,-58.41897792453,21340.98,35.83
"1063",-34.5990517505771,-58.4187659168314,21361.09,27.87
"1064",-34.5990979557811,-58.4185539089553,21381.21,29.72
"1065",-34.5991441606058,-58.4183419009018,21401.32,30.53
"1066",-34.599190365051,-58.4181298926709,21421.44,26.83
"1067",-34.5992365691169,-58.4179178842625,21441.55,27.76
"1068",-34.5992827728033,-58.4177058756766,21461.67,27.24
"1069",-34.5993289761103,-58.4174938669134,21481.78,28.56
"1070",-34.599375179038,-58.4172818579727,21501.89,26.78
"1071",-34.5994213815861,-58.4170698488546,21522.01,25.85
"1072",-34.5994675837549,-58.416857839559,21542.12,26.99
"1073",-34.5995137855443,-58.4166458300861,21562.24,31.8
"1074",-34.5995599869542,-58.4164338204357,21582.35,26.21
"1075",-34.5996061879847,-58.416221810608,21602.46,24.65
"1076",-34.5996523886358,-58.4160098006029,21622.58,26.64
"1077",-34.5996985889075,-58.4157977904203,21642.69,26.41
"1078",-34.5997447887998,-58.4155857800604,21662.81,28.45
"1079",-34.5997909883126,-58.4153737695231,21682.92,25.81
"1080",-34.599837187446,-58.4151617588084,21703.03,28.08
"1081",-34.5998833861999,-58.4149497479164,21723.15,19.62
"1082",-34.5999295845745,-58.414737736847,21743.26,26.54
"1083",-34.5999757825695,-58.4145257256003,21763.38,26.99
"1084",-34.6000219801852,-58.4143137141762,21783.49,27.34
"1085",-34.6000681774214,-58.4141017025748,21803.6,32.41
"1086",-34.6001143742782,-58.413889690796,21823.72,30.24
"1087",-34.6001605707555,-58.4136776788399,21843.83,25.89
"1088",-34.6002067668534,-58.4134656667065,21863.95,25.17
"1089",-34.6002529625719,-58.4132536543957,21884.06,24.87
"1090",-34.6002991579109,-58.4130416419076,21904.17,30.7
"1091",-34.6003453528704,-58.4128296292423,21924.29,34.65
"1092",-34.6003915474505,-58.4126176163996,21944.4,40.72
"1093",-34.6004377416512,-58.4124056033796,21964.52,32.74
"1094",-34.6004839354724,-58.4121935901823,21984.63,28.18
"1095",-34.6005301289142,-58.4119815768078,22004.74,27.35
"1096",-34.6005763219765,-58.4117695632559,22024.86,25.42
"1097",-34.6006225146593,-58.4115575495268,22044.97,32.6
"1098",-34.6006687069627,-58.4113455356204,22065.09,23.55
"1099",-34.6007148988866,-58.4111335215367,22085.2,22.83
"1100",-34.6007610904311,-58.4109215072758,22105.31,20.56
"1101",-34.6008072815961,-58.4107094928376,22125.43,22.12
"1102",-34.6008534723816,-58.4104974782222,22145.54,26.46
"1103",-34.6008996627876,-58.4102854634296,22165.66,21.72
"1104",-34.6009458528142,-58.4100734484596,22185.77,20.59
"1105",-34.6009920424614,-58.4098614333125,22205.88,22.67
"1106",-34.601038231729,-58.4096494179882,22226,20.08
"1107",-34.6010844206172,-58.4094374024866,22246.11,18.99
"1108",-34.6011306091259,-58.4092253868078,22266.23,19.75
"1109",-34.6011767972551,-58.4090133709518,22286.34,25.09
"1110",-34.6012229850048,-58.4088013549186,22306.45,22.77
"1111",-34.6012691723751,-58.4085893387082,22326.57,22.06
"1112",-34.6013153593659,-58.4083773223206,22346.68,21.27
"1113",-34.6013615459772,-58.4081653057558,22366.8,34.6
"1114",-34.601407732209,-58.4079532890138,22386.91,21.11
"1115",-34.6014539180613,-58.4077412720947,22407.02,23.25
"1116",-34.6015001035341,-58.4075292549984,22427.14,23.1
"1117",-34.6015462886275,-58.4073172377249,22447.25,22.04
"1118",-34.6015924733413,-58.4071052202742,22467.37,22.84
"1119",-34.6016386576757,-58.4068932026464,22487.48,11.15
"1120",-34.6016848416306,-58.4066811848415,22507.59,16.7
"1121",-34.6017310252059,-58.4064691668594,22527.71,20.81
"1122",-34.6017772084018,-58.4062571487002,22547.82,16.34
"1123",-34.6018233912182,-58.4060451303638,22567.94,15.58
"1124",-34.601869573655,-58.4058331118504,22588.05,18.22
"1125",-34.6019157557124,-58.4056210931598,22608.16,23.49
"1126",-34.6019619373903,-58.4054090742921,22628.28,30.93
"1127",-34.6020081186886,-58.4051970552472,22648.39,28.72
"1128",-34.6020542996075,-58.4049850360253,22668.51,22.1
"1129",-34.6021004801468,-58.4047730166263,22688.62,23.89
"1130",-34.6021466603066,-58.4045609970502,22708.73,30.04
"1131",-34.6021928400869,-58.404348977297,22728.85,24.54
"1132",-34.6022390194877,-58.4041369573667,22748.96,23.5
"1133",-34.602285198509,-58.4039249372593,22769.08,26.26
"1134",-34.6023313771507,-58.4037129169749,22789.19,24.39
"1135",-34.602377555413,-58.4035008965134,22809.3,20.87
"1136",-34.6024237332957,-58.4032888758749,22829.42,21.46
"1137",-34.6024699107989,-58.4030768550593,22849.53,21.35
"1138",-34.6025160879226,-58.4028648340666,22869.65,20.94
"1139",-34.6025622646667,-58.4026528128969,22889.76,33.91
"1140",-34.6026084410313,-58.4024407915502,22909.87,37.72
"1141",-34.6026546170164,-58.4022287700264,22929.99,13.14
"1142",-34.6027007926219,-58.4020167483256,22950.1,20.55
"1143",-34.602746967848,-58.4018047264478,22970.22,38.15
"1144",-34.6027931426944,-58.401592704393,22990.33,37.98
"1145",-34.6028393171614,-58.4013806821612,23010.45,24.43
"1146",-34.6028854912488,-58.4011686597524,23030.56,23.05
"1147",-34.6029316649567,-58.4009566371665,23050.67,22.66
"1148",-34.602977838285,-58.4007446144037,23070.79,24.09
"1149",-34.6030240112338,-58.4005325914639,23090.9,25.83
"1150",-34.603070183803,-58.4003205683471,23111.02,25.43
"1151",-34.6031163559927,-58.4001085450533,23131.13,26.88
"1152",-34.6031625278029,-58.3998965215826,23151.24,13.47
"1153",-34.6032086992335,-58.3996844979349,23171.36,22.75
"1154",-34.6032548702845,-58.3994724741103,23191.47,30.66
"1155",-34.603301040956,-58.3992604501087,23211.59,16.45
"1156",-34.6033472112479,-58.3990484259301,23231.7,15.99
"1157",-34.6033933811603,-58.3988364015746,23251.81,29.6
"1158",-34.6034395506931,-58.3986243770422,23271.93,28.79
"1159",-34.6034857198464,-58.3984123523328,23292.04,19.45
"1160",-34.6035318886201,-58.3982003274465,23312.16,20.86
"1161",-34.6035780570142,-58.3979883023833,23332.27,23.64
"1162",-34.6036242250288,-58.3977762771432,23352.38,27.39
"1163",-34.6036703926638,-58.3975642517262,23372.5,24.92
"1164",-34.6037165599193,-58.3973522261323,23392.61,30.97
"1165",-34.6037627267951,-58.3971402003614,23412.73,31.01
"1166",-34.6038088932914,-58.3969281744137,23432.84,31.75
"1167",-34.6038550594082,-58.3967161482891,23452.95,25.49
"1168",-34.6039012251453,-58.3965041219876,23473.07,25.73
"1169",-34.6039473905029,-58.3962920955093,23493.18,24.97
"1170",-34.6039935554809,-58.396080068854,23513.3,30.35
"1171",-34.6040397200793,-58.395868042022,23533.41,32.47
"1172",-34.6040858842982,-58.395656015013,23553.52,35.88
"1173",-34.6041320481374,-58.3954439878272,23573.64,35
"1174",-34.6041782115971,-58.3952319604646,23593.75,32.24
"1175",-34.6042243746772,-58.3950199329251,23613.87,53.37
"1176",-34.6042705373777,-58.3948079052088,23633.98,43.86
"1177",-34.6043166996986,-58.3945958773156,23654.09,61.19
"1178",-34.6043628616399,-58.3943838492456,23674.21,28.07
"1179",-34.6044090232016,-58.3941718209988,23694.32,26.52
"1180",-34.6044551843838,-58.3939597925752,23714.44,23.39
"1181",-34.6045013451863,-58.3937477639748,23734.55,27.18
"1182",-34.6045475056093,-58.3935357351976,23754.66,41.42
"1183",-34.6045936656526,-58.3933237062436,23774.78,48.83
"1184",-34.6046398253163,-58.3931116771128,23794.89,67.69
"1185",-34.6046859846005,-58.3928996478052,23815.01,58
"1186",-34.604732143505,-58.3926876183208,23835.12,58.04
"1187",-34.6047783020299,-58.3924755886597,23855.23,51.31
"1188",-34.6048244601753,-58.3922635588218,23875.35,42.45
"1189",-34.604870617941,-58.3920515288071,23895.46,49.69
"1190",-34.6049167753271,-58.3918394986157,23915.58,37.41
"1191",-34.6049629323336,-58.3916274682475,23935.69,36.11
"1192",-34.6050090889604,-58.3914154377026,23955.8,29.26
"1193",-34.6050552452077,-58.3912034069809,23975.92,32.45
"1194",-34.6051014010754,-58.3909913760825,23996.03,45.99
"1195",-34.6051475565634,-58.3907793450074,24016.15,37.95
"1196",-34.6051937116718,-58.3905673137555,24036.26,37.36
"1197",-34.6052398664006,-58.3903552823269,24056.37,28.31
"1198",-34.6052860207497,-58.3901432507217,24076.49,23.25
"1199",-34.6053321747193,-58.3899312189397,24096.6,27.11
"1200",-34.6053783283092,-58.389719186981,24116.72,26.68
"1201",-34.6054244815194,-58.3895071548456,24136.83,21.54
"1202",-34.6054706343501,-58.3892951225335,24156.94,19.58
"1203",-34.6055167868011,-58.3890830900447,24177.06,45.46
"1204",-34.6055629388725,-58.3888710573793,24197.17,45.97
"1205",-34.6056090905642,-58.3886590245372,24217.29,43.54
"1206",-34.6056552418764,-58.3884469915184,24237.4,26.85
"1207",-34.6057013928088,-58.388234958323,24257.51,35.17
"1208",-34.6057475433617,-58.3880229249509,24277.63,32.79
"1209",-34.6057936935348,-58.3878108914021,24297.74,39.73
"1210",-34.6058398433284,-58.3875988576767,24317.86,31.75
"1211",-34.6058859927423,-58.3873868237747,24337.97,30.06
"1212",-34.6059321417765,-58.387174789696,24358.08,26.48
"1213",-34.6059782904312,-58.3869627554407,24378.2,38.67
"1214",-34.6060244387061,-58.3867507210088,24398.31,29.48
"1215",-34.6060705866014,-58.3865386864002,24418.43,23.54
"1216",-34.6061167341171,-58.3863266516151,24438.54,23.82
"1217",-34.6061628812531,-58.3861146166533,24458.65,30.97
"1218",-34.6062090280094,-58.3859025815149,24478.77,23.34
"1219",-34.6062551743861,-58.3856905462,24498.88,23.48
"1220",-34.6063013203831,-58.3854785107084,24519,23.47
"1221",-34.6063474660005,-58.3852664750403,24539.11,10.04
"1222",-34.6063936112382,-58.3850544391956,24559.22,19.44
"1223",-34.6064397560962,-58.3848424031743,24579.34,45.1
"1224",-34.6064859005746,-58.3846303669765,24599.45,44.7
"1225",-34.6065320446733,-58.3844183306021,24619.57,39.51
"1226",-34.6065781883923,-58.3842062940511,24639.68,30.72
"1227",-34.6066243317317,-58.3839942573236,24659.8,29.87
"1228",-34.6066704746914,-58.3837822204195,24679.91,29.4
"1229",-34.6067166172714,-58.3835701833389,24700.02,23.5
"1230",-34.6067627594717,-58.3833581460818,24720.14,29.53
"1231",-34.6068089012924,-58.3831461086481,24740.25,31.72
"1232",-34.6068550427333,-58.382934071038,24760.37,56.01
"1233",-34.6069011837946,-58.3827220332513,24780.48,44.24
"1234",-34.6069473244762,-58.382509995288,24800.59,50.88
"1235",-34.6069934647782,-58.3822979571483,24820.71,42.26
"1236",-34.6070396047004,-58.3820859188321,24840.82,20.72
"1237",-34.607085744243,-58.3818738803394,24860.94,34.22
"1238",-34.6071318834058,-58.3816618416702,24881.05,23.64
"1239",-34.607178022189,-58.3814498028245,24901.16,20.01
"1240",-34.6072241605925,-58.3812377638023,24921.28,19.97
"1241",-34.6072702986163,-58.3810257246037,24941.39,20.32
"1242",-34.6073164362604,-58.3808136852286,24961.51,20.38
"1243",-34.6073625735248,-58.380601645677,24981.62,61
"1244",-34.6074087104094,-58.380389605949,25001.73,62.41
"1245",-34.6074548469144,-58.3801775660446,25021.85,51.34
"1246",-34.6075009830397,-58.3799655259637,25041.96,32.41
"1247",-34.6075471187853,-58.3797534857063,25062.08,37.29
"1248",-34.6075932541512,-58.3795414452725,25082.19,45.4
"1249",-34.6076393891374,-58.3793294046623,25102.3,38.52
"1250",-34.6076855237438,-58.3791173638757,25122.42,38.27
"1251",-34.6077316579706,-58.3789053229126,25142.53,33.05
"1252",-34.6077777918176,-58.3786932817732,25162.65,34.83
"1253",-34.6078239252849,-58.3784812404573,25182.76,22.58
"1254",-34.6078700583726,-58.378269198965,25202.87,21.91
"1255",-34.6079161910805,-58.3780571572964,25222.99,23.2
"1256",-34.6079623234086,-58.3778451154513,25243.1,34.51
"1257",-34.6080084553571,-58.3776330734299,25263.22,35.31
"1258",-34.6080545869258,-58.3774210312321,25283.33,35.47
"1259",-34.6081007181148,-58.3772089888579,25303.44,36.79
"1260",-34.6081468489241,-58.3769969463074,25323.56,33.2
"1261",-34.6081929793537,-58.3767849035805,25343.67,41.04
"1262",-34.6082391094035,-58.3765728606772,25363.79,24.26
"1263",-34.6082852390736,-58.3763608175976,25383.9,18.17
"1264",-34.6083313683639,-58.3761487743416,25404.01,37.63
"1265",-34.6083774972746,-58.3759367309093,25424.13,46.31
"1266",-34.6084236258055,-58.3757246873007,25444.24,44.03
"1267",-34.6084697539566,-58.3755126435158,25464.36,44.54
"1268",-34.608515881728,-58.3753005995545,25484.47,42.59
"1269",-34.6085620091197,-58.3750885554169,25504.58,38.25
"1270",-34.6086081361317,-58.374876511103,25524.7,17.54
"1271",-34.6086542627638,-58.3746644666128,25544.81,35.8
"1272",-34.6087003890163,-58.3744524219463,25564.93,42.45
"1273",-34.608746514889,-58.3742403771035,25585.04,50.9
"1274",-34.6087926403819,-58.3740283320844,25605.15,26.58
"1275",-34.6088387654951,-58.3738162868891,25625.27,20.71
"1276",-34.6088848902286,-58.3736042415174,25645.38,27.85
"1277",-34.6089310145823,-58.3733921959695,25665.5,18.4
"1278",-34.6089771385562,-58.3731801502454,25685.61,18.26
"1279",-34.6090232621504,-58.3729681043449,25705.72,18.5
"1280",-34.6090693853648,-58.3727560582682,25725.84,36.53
"1281",-34.6091155081995,-58.3725440120153,25745.95,57.72
"1282",-34.6091616306544,-58.3723319655861,25766.07,61.52
"1283",-34.6092077527295,-58.3721199189807,25786.18,58.79
"1284",-34.6092538744249,-58.371907872199,25806.29,60.04
"1285",-34.6092999957405,-58.3716958252411,25826.41,59.84
"1286",-34.6093461166764,-58.371483778107,25846.52,58.31
"1287",-34.6093922372324,-58.3712717307967,25866.64,56.93
"1288",-34.6094383574087,-58.3710596833102,25886.75,60.88
"1289",-34.6094844772053,-58.3708476356475,25906.86,52.89
"1290",-34.609530596622,-58.3706355878086,25926.98,53.82
"1291",-34.609576715659,-58.3704235397934,25947.09,60.6
"1292",-34.6096228343162,-58.3702114916021,25967.21,52.67
"1293",-34.6096689525936,-58.3699994432346,25987.32,55.86
"1294",-34.6097150704912,-58.369787394691,26007.43,58
"1295",-34.6097611880091,-58.3695753459711,26027.55,4.65
"1296",-34.6098073051472,-58.3693632970752,26047.66,8.47
"1297",-34.6098534219054,-58.369151248003,26067.78,14.18
"1298",-34.6098995382839,-58.3689391987547,26087.89,7.46
"1299",-34.6099456542826,-58.3687271493302,26108,8.95
"1300",-34.6099917699016,-58.3685150997296,26128.12,8.24
"1301",-34.6100378851407,-58.3683030499529,26148.23,8.16
"1302",-34.610084,-58.368091,26168.35,48.26
