fid,LATITUD,LONGITUD,PROGRESIVA,Z
"468",-34.5714924403299,-58.5448789416673,9393.25,27.77
"469",-34.5715388709859,-58.544667040366,9413.36,22.85
"470",-34.5715853012635,-58.5444551388838,9433.48,24.52
"471",-34.5716317311627,-58.5442432372209,9453.59,25.58
"472",-34.5716781606834,-58.5440313353773,9473.71,26.36
"473",-34.5717245898257,-58.5438194333529,9493.82,25.4
"474",-34.5717710185897,-58.5436075311477,9513.93,26.36
"475",-34.5718174469751,-58.5433956287618,9534.05,23.73
"476",-34.5718638749822,-58.5431837261952,9554.16,26.6
"477",-34.5719103026108,-58.5429718234478,9574.28,20.5
"478",-34.571956729861,-58.5427599205197,9594.39,24.23
"479",-34.5720031567328,-58.5425480174109,9614.5,25.38
"480",-34.5720495832261,-58.5423361141213,9634.62,22.59
"481",-34.572096009341,-58.5421242106511,9654.73,20.79
"482",-34.5721424350775,-58.5419123070001,9674.85,23.24
"483",-34.5721888604355,-58.5417004031685,9694.96,26.12
"484",-34.5722352854151,-58.5414884991561,9715.07,22.29
"485",-34.5722817100163,-58.5412765949631,9735.19,19.62
"486",-34.572328134239,-58.5410646905894,9755.3,28.77
"487",-34.5723745580832,-58.540852786035,9775.42,23.09
"488",-34.572420981549,-58.5406408812999,9795.53,24.26
"489",-34.5724674046364,-58.5404289763842,9815.64,23.25
"490",-34.5725138273453,-58.5402170712878,9835.76,22.94
"491",-34.5725602496758,-58.5400051660108,9855.87,26.14
"492",-34.5726066716278,-58.5397932605531,9875.99,24.43
"493",-34.5726530932013,-58.5395813549147,9896.1,22.82
"494",-34.5726995143964,-58.5393694490957,9916.21,20.24
"495",-34.5727459352131,-58.5391575430961,9936.33,21.06
"496",-34.5727923556512,-58.5389456369159,9956.44,23.04
"497",-34.5728387757109,-58.538733730555,9976.56,25.46
"498",-34.5728851953922,-58.5385218240135,9996.67,22.27
"499",-34.572931614695,-58.5383099172915,10016.78,22.49
"500",-34.5729780336193,-58.5380980103888,10036.9,22.27
"501",-34.5730244521651,-58.5378861033055,10057.01,26.26
"502",-34.5730708703325,-58.5376741960416,10077.13,29.07
"503",-34.5731172881214,-58.5374622885971,10097.24,23.95
"504",-34.5731637055319,-58.5372503809721,10117.35,19.97
"505",-34.5732101225638,-58.5370384731664,10137.47,20.37
"506",-34.5732565392173,-58.5368265651802,10157.58,22.47
"507",-34.5733029554923,-58.5366146570135,10177.7,20.5
"508",-34.5733493713889,-58.5364027486661,10197.81,18.21
"509",-34.5733957869069,-58.5361908401382,10217.92,27.02
"510",-34.5734422020465,-58.5359789314298,10238.04,21.74
"511",-34.5734886168075,-58.5357670225408,10258.15,22.82
"512",-34.5735350311901,-58.5355551134713,10278.27,22.04
"513",-34.5735814451942,-58.5353432042213,10298.38,23.44
"514",-34.5736278588199,-58.5351312947907,10318.5,20.86
"515",-34.573674272067,-58.5349193851796,10338.61,20.4
"516",-34.5737206849356,-58.534707475388,10358.72,18.79
"517",-34.5737670974257,-58.5344955654159,10378.84,24.21
"518",-34.5738135095374,-58.5342836552632,10398.95,22.49
"519",-34.5738599212705,-58.5340717449301,10419.07,27.63
"520",-34.5739063326251,-58.5338598344165,10439.18,25.86
"521",-34.5739527436013,-58.5336479237224,10459.29,29.6
"522",-34.5739991541989,-58.5334360128478,10479.41,34.84
"523",-34.574045564418,-58.5332241017927,10499.52,34.47
"524",-34.5740919742586,-58.5330121905572,10519.64,21.76
"525",-34.5741383837207,-58.5328002791412,10539.75,24.08
"526",-34.5741847928044,-58.5325883675447,10559.86,20.04
"527",-34.5742312015094,-58.5323764557678,10579.98,27.95
"528",-34.574277609836,-58.5321645438105,10600.09,28.25
"529",-34.5743240177841,-58.5319526316726,10620.21,23.47
"530",-34.5743704253536,-58.5317407193544,10640.32,22.5
"531",-34.5744168325446,-58.5315288068557,10660.43,23.21
"532",-34.5744632393571,-58.5313168941766,10680.55,18
"533",-34.5745096457911,-58.5311049813171,10700.66,19.36
"534",-34.5745560518466,-58.5308930682771,10720.78,18.2
"535",-34.5746024575235,-58.5306811550568,10740.89,17.18
"536",-34.5746488628219,-58.530469241656,10761,17.2
"537",-34.5746952677418,-58.5302573280749,10781.12,18.18
"538",-34.5747416722832,-58.5300454143133,10801.23,21.88
"539",-34.574788076446,-58.5298335003714,10821.35,19.7
"540",-34.5748344802303,-58.5296215862491,10841.46,20.53
"541",-34.574880883636,-58.5294096719464,10861.57,19.68
"542",-34.5749272866632,-58.5291977574633,10881.69,19.41
"543",-34.5749736893119,-58.5289858427999,10901.8,19.36
"544",-34.575020091582,-58.5287739279561,10921.92,20.19
"545",-34.5750664934736,-58.5285620129319,10942.03,22.53
"546",-34.5751128949867,-58.5283500977274,10962.14,17.63
"547",-34.5751592961212,-58.5281381823426,10982.26,14.46
"548",-34.5752056968771,-58.5279262667774,11002.37,22.65
"549",-34.5752520972545,-58.5277143510319,11022.49,20.95
"550",-34.5752984972534,-58.5275024351061,11042.6,17.7
"551",-34.5753448968737,-58.5272905189999,11062.71,21.09
"552",-34.5753912961154,-58.5270786027135,11082.83,17.98
"553",-34.5754376949786,-58.5268666862467,11102.94,18.09
"554",-34.5754840934633,-58.5266547695996,11123.06,16.97
"555",-34.5755304915694,-58.5264428527722,11143.17,16.43
"556",-34.5755768892969,-58.5262309357645,11163.28,16.48
"557",-34.5756232866458,-58.5260190185766,11183.4,26.88
"558",-34.5756696836162,-58.5258071012083,11203.51,20.27
"559",-34.5757160802081,-58.5255951836598,11223.63,18.72
"560",-34.5757624764213,-58.525383265931,11243.74,19.44
"561",-34.575808872256,-58.525171348022,11263.85,20.39
"562",-34.5758552677122,-58.5249594299326,11283.97,18.02
"563",-34.5759016627897,-58.5247475116631,11304.08,22.06
"564",-34.5759480574887,-58.5245355932132,11324.2,17.52
"565",-34.5759944518091,-58.5243236745832,11344.31,22.01
"566",-34.5760408457509,-58.5241117557729,11364.42,16.82
"567",-34.5760872393142,-58.5238998367824,11384.54,19.11
"568",-34.5761336324988,-58.5236879176116,11404.65,18.04
"569",-34.5761800253049,-58.5234759982606,11424.77,18.05
"570",-34.5762264177324,-58.5232640787294,11444.88,19.36
"571",-34.5762728097813,-58.523052159018,11464.99,20.95
"572",-34.5763192014517,-58.5228402391264,11485.11,19.58
"573",-34.5763655927434,-58.5226283190546,11505.22,21.88
"574",-34.5764119836566,-58.5224163988026,11525.34,27.84
"575",-34.5764583741911,-58.5222044783704,11545.45,23.57
"576",-34.5765047643471,-58.521992557758,11565.56,22.82
"577",-34.5765511541245,-58.5217806369655,11585.68,22.17
"578",-34.5765975435232,-58.5215687159928,11605.79,26.14
"579",-34.5766439325434,-58.5213567948399,11625.91,27.17
"580",-34.576690321185,-58.5211448735069,11646.02,19.47
"581",-34.576736709448,-58.5209329519937,11666.13,19.24
"582",-34.5767830973323,-58.5207210303003,11686.25,19.64
"583",-34.5768294848381,-58.5205091084269,11706.36,19.52
"584",-34.5768758719653,-58.5202971863732,11726.48,33.45
"585",-34.5769222587138,-58.5200852641395,11746.59,25.23
"586",-34.5769686450838,-58.5198733417256,11766.7,21.23
"587",-34.5770150310751,-58.5196614191316,11786.82,21.22
"588",-34.5770614166878,-58.5194494963575,11806.93,32.27
"589",-34.5771078019219,-58.5192375734033,11827.05,31.09
"590",-34.5771541867774,-58.5190256502689,11847.16,26.4
"591",-34.5772005712543,-58.5188137269545,11867.27,32.55
"592",-34.5772469553525,-58.51860180346,11887.39,30.91
"593",-34.5772933390721,-58.5183898797854,11907.5,32.67
"594",-34.5773397224131,-58.5181779559307,11927.62,31.78
"595",-34.5773861053755,-58.5179660318959,11947.73,23.2
"596",-34.5774324879592,-58.5177541076811,11967.85,35.39
"597",-34.5774788701644,-58.5175421832862,11987.96,34.17
"598",-34.5775252519908,-58.5173302587113,12008.07,28.13
"599",-34.5775716334387,-58.5171183339562,12028.19,22.45
"600",-34.5776180145079,-58.5169064090212,12048.3,21.57
"601",-34.5776643951985,-58.5166944839061,12068.42,21.63
"602",-34.5777107755105,-58.516482558611,12088.53,18.99
"603",-34.5777571554438,-58.5162706331358,12108.64,20.59
"604",-34.5778035349984,-58.5160587074806,12128.76,28.16
"605",-34.5778499141745,-58.5158467816454,12148.87,28.17
"606",-34.5778962929719,-58.5156348556301,12168.99,28.01
"607",-34.5779426713906,-58.5154229294349,12189.1,27.55
"608",-34.5779890494307,-58.5152110030597,12209.21,19.85
"609",-34.5780354270921,-58.5149990765044,12229.33,18.53
"610",-34.5780818043749,-58.5147871497692,12249.44,18.63
"611",-34.5781281812791,-58.514575222854,12269.56,18.16
"612",-34.5781745578046,-58.5143632957588,12289.67,17.94
"613",-34.5782209339514,-58.5141513684836,12309.78,17.12
"614",-34.5782673097196,-58.5139394410285,12329.9,16.49
"615",-34.5783136851091,-58.5137275133934,12350.01,15.01
"616",-34.57836006012,-58.5135155855783,12370.13,15.59
"617",-34.5784064347522,-58.5133036575833,12390.24,15.37
"618",-34.5784528090057,-58.5130917294083,12410.35,27.57
"619",-34.5784991828805,-58.5128798010534,12430.47,40.59
"620",-34.5785455563767,-58.5126678725185,12450.58,20.31
"621",-34.5785919294943,-58.5124559438038,12470.7,24.84
"622",-34.5786383022331,-58.512244014909,12490.81,31.82
"623",-34.5786846745933,-58.5120320858344,12510.92,20.07
"624",-34.5787310465749,-58.5118201565799,12531.04,15.97
"625",-34.5787774181777,-58.5116082271454,12551.15,20.52
"626",-34.5788237894019,-58.5113962975311,12571.27,20.64
"627",-34.5788701602473,-58.5111843677368,12591.38,23.24
"628",-34.5789165307142,-58.5109724377627,12611.49,17.66
"629",-34.5789629008023,-58.5107605076087,12631.61,19.56
"630",-34.5790092705117,-58.5105485772748,12651.72,23.03
"631",-34.5790556398425,-58.510336646761,12671.84,17.76
"632",-34.5791020087945,-58.5101247160673,12691.95,22.17
"633",-34.5791483773679,-58.5099127851938,12712.06,22.82
"634",-34.5791947455626,-58.5097008541404,12732.18,21.12
"635",-34.5792411133786,-58.5094889229072,12752.29,20
"636",-34.5792874808159,-58.5092769914941,12772.41,23.78
"637",-34.5793338478745,-58.5090650599012,12792.52,22.06
"638",-34.5793802145544,-58.5088531281284,12812.63,22.13
"639",-34.5794265808557,-58.5086411961759,12832.75,26.57
"640",-34.5794729467782,-58.5084292640434,12852.86,22.05
"641",-34.579519312322,-58.5082173317312,12872.98,21.97
"642",-34.5795656774871,-58.5080053992392,12893.09,23.31
"643",-34.5796120422735,-58.5077934665673,12913.2,21.84
"644",-34.5796584066812,-58.5075815337157,12933.32,20.16
"645",-34.5797047707102,-58.5073696006842,12953.43,27.18
"646",-34.5797511343605,-58.507157667473,12973.55,27.76
"647",-34.579797497632,-58.5069457340819,12993.66,25.32
"648",-34.5798438605249,-58.5067338005111,13013.77,28.15
"649",-34.579890223039,-58.5065218667605,13033.89,23.99
"650",-34.5799365851744,-58.5063099328302,13054,24.19
"651",-34.5799829469311,-58.50609799872,13074.12,20.74
"652",-34.5800293083091,-58.5058860644302,13094.23,21.88
"653",-34.5800756693084,-58.5056741299605,13114.34,27.94
"654",-34.5801220299289,-58.5054621953112,13134.46,25.88
"655",-34.5801683901707,-58.505250260482,13154.57,23.8
"656",-34.5802147500338,-58.5050383254732,13174.69,26.99
"657",-34.5802611095182,-58.5048263902846,13194.8,26.04
"658",-34.5803074686238,-58.5046144549163,13214.91,23.86
"659",-34.5803538273507,-58.5044025193682,13235.03,23.49
"660",-34.5804001856988,-58.5041905836405,13255.14,23.89
"661",-34.5804465436683,-58.503978647733,13275.26,24.09
"662",-34.580492901259,-58.5037667116459,13295.37,23.98
"663",-34.5805392584709,-58.503554775379,13315.48,23.85
"664",-34.5805856153041,-58.5033428389325,13335.6,23.29
"665",-34.5806319717586,-58.5031309023062,13355.71,22.95
"666",-34.5806783278343,-58.5029189655003,13375.83,23.66
"667",-34.5807246835313,-58.5027070285147,13395.94,24.35
"668",-34.5807710388495,-58.5024950913495,13416.05,25.05
"669",-34.580817393789,-58.5022831540046,13436.17,36.76
"670",-34.5808637483497,-58.50207121648,13456.28,35.32
"671",-34.5809101025317,-58.5018592787758,13476.4,23.93
"672",-34.580956456335,-58.5016473408919,13496.51,26.95
"673",-34.5810028097594,-58.5014354028284,13516.63,24.29
"674",-34.5810491628052,-58.5012234645852,13536.74,24.42
"675",-34.5810955154721,-58.5010115261624,13556.85,26.63
"676",-34.5811418677603,-58.50079958756,13576.97,24.72
"677",-34.5811882196697,-58.500587648778,13597.08,23.86
"678",-34.5812345712004,-58.5003757098163,13617.2,25.62
"679",-34.5812809223523,-58.5001637706751,13637.31,28.04
"680",-34.5813272731255,-58.4999518313542,13657.42,29.79
"681",-34.5813736235198,-58.4997398918538,13677.54,26.57
"682",-34.5814199735354,-58.4995279521737,13697.65,23.3
"683",-34.5814663231723,-58.4993160123141,13717.77,30.01
"684",-34.5815126724303,-58.4991040722749,13737.88,33.3
"685",-34.5815590213096,-58.4988921320561,13757.99,23.33
"686",-34.5816053698101,-58.4986801916578,13778.11,30.95
"687",-34.5816517179318,-58.4984682510799,13798.22,29.6
"688",-34.5816980656748,-58.4982563103224,13818.34,27.27
"689",-34.581744413039,-58.4980443693854,13838.45,27.97
"690",-34.5817907600243,-58.4978324282688,13858.56,27.32
"691",-34.5818371066309,-58.4976204869727,13878.68,27.57
"692",-34.5818834528588,-58.497408545497,13898.79,22.63
"693",-34.5819297987078,-58.4971966038419,13918.91,22.44
"694",-34.581976144178,-58.4969846620072,13939.02,25.68
"695",-34.5820224892694,-58.4967727199929,13959.13,26.74
"696",-34.5820688339821,-58.4965607777992,13979.25,25.55
"697",-34.5821151783159,-58.496348835426,13999.36,29.41
"698",-34.582161522271,-58.4961368928732,14019.48,27.98
"699",-34.5822078658473,-58.495924950141,14039.59,30.51
"700",-34.5822542090447,-58.4957130072292,14059.7,22.07
"701",-34.5823005518634,-58.495501064138,14079.82,25.77
"702",-34.5823468943032,-58.4952891208673,14099.93,28.38
"703",-34.5823932363643,-58.4950771774172,14120.05,31.74
"704",-34.5824395780465,-58.4948652337875,14140.16,28.91
"705",-34.5824859193499,-58.4946532899784,14160.27,43.26
"706",-34.5825322602746,-58.4944413459898,14180.39,29.43
"707",-34.5825786008204,-58.4942294018218,14200.5,30.02
"708",-34.5826249409874,-58.4940174574744,14220.62,30.93
"709",-34.5826712807755,-58.4938055129475,14240.73,32.14
"710",-34.5827176201849,-58.4935935682412,14260.84,32.48
"711",-34.5827639592155,-58.4933816233554,14280.96,30.25
"712",-34.5828102978672,-58.4931696782902,14301.07,27.43
"713",-34.5828566361401,-58.4929577330456,14321.19,23.13
"714",-34.5829029740342,-58.4927457876216,14341.3,23.53
"715",-34.5829493115494,-58.4925338420181,14361.41,29.21
"716",-34.5829956486859,-58.4923218962353,14381.53,25.91
"717",-34.5830419854435,-58.4921099502731,14401.64,24.89
"718",-34.5830883218222,-58.4918980041315,14421.76,30.89
"719",-34.5831346578222,-58.4916860578105,14441.87,31.02
"720",-34.5831809934433,-58.4914741113101,14461.98,22.29
"721",-34.5832273286856,-58.4912621646303,14482.1,36.19
"722",-34.583273663549,-58.4910502177712,14502.21,27.29
"723",-34.5833199980336,-58.4908382707327,14522.33,36.19
"724",-34.5833663321393,-58.4906263235149,14542.44,23.9
"725",-34.5834126658662,-58.4904143761177,14562.55,21.17
"726",-34.5834589992143,-58.4902024285412,14582.67,26.15
"727",-34.5835053321835,-58.4899904807853,14602.78,27.24
"728",-34.5835516647739,-58.4897785328501,14622.9,28.42
"729",-34.5835979969855,-58.4895665847355,14643.01,24.84
"730",-34.5836443288182,-58.4893546364416,14663.12,20.31
"731",-34.583690660272,-58.4891426879685,14683.24,26.03
"732",-34.583736991347,-58.488930739316,14703.35,25.55
"733",-34.5837833220431,-58.4887187904841,14723.47,23.18
"734",-34.5838296523603,-58.488506841473,14743.58,20.67
"735",-34.5838759822988,-58.4882948922826,14763.69,26.55
"736",-34.5839223118583,-58.4880829429129,14783.81,21.74
"737",-34.583968641039,-58.487870993364,14803.92,24.98
"738",-34.5840149698408,-58.4876590436357,14824.04,24.3
"739",-34.5840612982638,-58.4874470937282,14844.15,17.37
"740",-34.5841076263079,-58.4872351436414,14864.26,23.1
"741",-34.5841539539731,-58.4870231933753,14884.38,23.34
"742",-34.5842002812594,-58.48681124293,14904.49,17.68
"743",-34.5842466081669,-58.4865992923054,14924.61,25.07
"744",-34.5842929346955,-58.4863873415016,14944.72,23.63
"745",-34.5843392608453,-58.4861753905185,14964.83,28
"746",-34.5843855866161,-58.4859634393563,14984.95,22.64
"747",-34.5844319120081,-58.4857514880147,15005.06,20
"748",-34.5844782370212,-58.485539536494,15025.18,18.99
"749",-34.5845245616554,-58.485327584794,15045.29,21.17
"750",-34.5845708859108,-58.4851156329149,15065.4,22.25
"751",-34.5846172097872,-58.4849036808565,15085.52,17.36
"752",-34.5846635332848,-58.4846917286189,15105.63,20.62
"753",-34.5847098564034,-58.4844797762021,15125.75,24.25
"754",-34.5847561791432,-58.4842678236062,15145.86,22.68
"755",-34.5848025015041,-58.484055870831,15165.98,21.86
"756",-34.5848488234861,-58.4838439178767,15186.09,23.68
"757",-34.5848951450892,-58.4836319647432,15206.2,18.04
"758",-34.5849414663134,-58.4834200114305,15226.32,25.2
"759",-34.5849877871587,-58.4832080579387,15246.43,19.74
"760",-34.5850341076252,-58.4829961042677,15266.55,22.42
"761",-34.5850804277127,-58.4827841504175,15286.66,21.73
"762",-34.5851267474213,-58.4825721963882,15306.77,27.15
"763",-34.585173066751,-58.4823602421798,15326.89,21.16
"764",-34.5852193857018,-58.4821482877922,15347,18.99
"765",-34.5852657042737,-58.4819363332256,15367.12,20.97
"766",-34.5853120224666,-58.4817243784797,15387.23,21.07
"767",-34.5853583402807,-58.4815124235548,15407.34,20.07
"768",-34.5854046577159,-58.4813004684508,15427.46,19.91
"769",-34.5854509747721,-58.4810885131676,15447.57,26.35
"770",-34.5854972914494,-58.4808765577054,15467.69,24.73
"771",-34.5855436077478,-58.480664602064,15487.8,26.58
"772",-34.5855899236673,-58.4804526462436,15507.91,25.83
"773",-34.5856362392079,-58.4802406902441,15528.03,19.89
"774",-34.5856825543695,-58.4800287340655,15548.14,18.6
"775",-34.5857288691522,-58.4798167777078,15568.26,23
"776",-34.585775183556,-58.4796048211711,15588.37,23.7
"777",-34.5858214975809,-58.4793928644553,15608.48,24.43
"778",-34.5858678112268,-58.4791809075604,15628.6,23.74
"779",-34.5859141244938,-58.4789689504865,15648.71,33.71
"780",-34.5859604373819,-58.4787569932336,15668.83,26.73
"781",-34.586006749891,-58.4785450358016,15688.94,28.28
"782",-34.5860530620212,-58.4783330781905,15709.05,21.51
"783",-34.5860993737725,-58.4781211204005,15729.17,26.45
"784",-34.5861456851448,-58.4779091624314,15749.28,27.28
"785",-34.5861919961382,-58.4776972042833,15769.4,21.31
"786",-34.5862383067526,-58.4774852459562,15789.51,22.73
"787",-34.5862846169881,-58.4772732874501,15809.62,30.24
"788",-34.5863309268447,-58.477061328765,15829.74,24.86
"789",-34.5863772363223,-58.4768493699009,15849.85,28.88
"790",-34.5864235454209,-58.4766374108578,15869.97,30.35
"791",-34.5864698541406,-58.4764254516357,15890.08,28.57
"792",-34.5865161624813,-58.4762134922346,15910.19,22.06
"793",-34.5865624704431,-58.4760015326546,15930.31,25.44
"794",-34.586608778026,-58.4757895728956,15950.42,25.52
"795",-34.5866550852298,-58.4755776129577,15970.54,23.03
"796",-34.5867013920547,-58.4753656528407,15990.65,21.2
"797",-34.5867476985007,-58.4751536925449,16010.76,25.77
"798",-34.5867940045677,-58.4749417320701,16030.88,28.32
"799",-34.5868403102557,-58.4747297714163,16050.99,26.67
"800",-34.5868866155648,-58.4745178105836,16071.11,21.93
"801",-34.5869329204949,-58.474305849572,16091.22,25.15
"802",-34.586979225046,-58.4740938883815,16111.33,22.82
"803",-34.5870255292182,-58.473881927012,16131.45,22.21
"804",-34.5870718330113,-58.4736699654637,16151.56,24.55
"805",-34.5871181364255,-58.4734580037364,16171.68,26.98
"806",-34.5871644394608,-58.4732460418303,16191.79,28.51
"807",-34.587210742117,-58.4730340797452,16211.9,36.31
"808",-34.5872570443943,-58.4728221174812,16232.02,42.04
"809",-34.5873033462926,-58.4726101550384,16252.13,39.47
"810",-34.5873496478119,-58.4723981924167,16272.25,21.86
"811",-34.5873959489522,-58.4721862296161,16292.36,21.2
"812",-34.5874422497135,-58.4719742666366,16312.47,28.27
"813",-34.5874885500959,-58.4717623034783,16332.59,33.48
"814",-34.5875348500992,-58.4715503401412,16352.7,34.97
"815",-34.5875811497236,-58.4713383766251,16372.82,37.72
"816",-34.587627448969,-58.4711264129303,16392.93,24.59
"817",-34.5876737478354,-58.4709144490566,16413.04,21.93
"818",-34.5877200463228,-58.470702485004,16433.16,23.79
"819",-34.5877663444312,-58.4704905207727,16453.27,28.04
"820",-34.5878126421605,-58.4702785563625,16473.39,35.65
"821",-34.5878589395109,-58.4700665917735,16493.5,20.9
"822",-34.5879052364823,-58.4698546270057,16513.61,20.84
"823",-34.5879515330747,-58.4696426620591,16533.73,20.83
"824",-34.5879978292881,-58.4694306969337,16553.84,23.57
"825",-34.5880441251224,-58.4692187316294,16573.96,28
"826",-34.5880904205778,-58.4690067661464,16594.07,31.26
"827",-34.5881367156541,-58.4687948004847,16614.18,35.92
"828",-34.5881830103515,-58.4685828346441,16634.3,21.4
"829",-34.5882293046698,-58.4683708686248,16654.41,31.67
"830",-34.5882755986091,-58.4681589024267,16674.53,27.65
"831",-34.5883218921694,-58.4679469360498,16694.64,29.36
"832",-34.5883681853506,-58.4677349694942,16714.76,29.57
"833",-34.5884144781529,-58.4675230027598,16734.87,25.2
"834",-34.5884607705761,-58.4673110358467,16754.98,21.2
"835",-34.5885070626203,-58.4670990687549,16775.1,20.99
"836",-34.5885533542855,-58.4668871014843,16795.21,25.26
"837",-34.5885996455716,-58.466675134035,16815.33,26.31
"838",-34.5886459364788,-58.466463166407,16835.44,28.58
"839",-34.5886922270068,-58.4662511986002,16855.55,30.96
"840",-34.5887385171559,-58.4660392306148,16875.67,34.35
"841",-34.5887848069259,-58.4658272624506,16895.78,29.16
"842",-34.5888310963169,-58.4656152941077,16915.9,28.86
"843",-34.5888773853288,-58.4654033255862,16936.01,28.82
"844",-34.5889236739617,-58.465191356886,16956.12,21.22
"845",-34.5889699622156,-58.464979388007,16976.24,21.9
"846",-34.5890162500904,-58.4647674189494,16996.35,37.78
"847",-34.5890625375862,-58.4645554497132,17016.47,25
"848",-34.5891088247029,-58.4643434802982,17036.58,22.23
"849",-34.5891551114406,-58.4641315107046,17056.69,22.62
"850",-34.5892013977993,-58.4639195409324,17076.81,22.23
"851",-34.5892476837789,-58.4637075709815,17096.92,22.65
"852",-34.5892939693794,-58.4634956008519,17117.04,21.51
"853",-34.5893402546009,-58.4632836305437,17137.15,21.23
"854",-34.5893865394433,-58.4630716600569,17157.26,25.41
"855",-34.5894328239067,-58.4628596893915,17177.38,22.15
"856",-34.589479107991,-58.4626477185474,17197.49,20.9
"857",-34.5895253916962,-58.4624357475247,17217.61,20.65
"858",-34.5895716750224,-58.4622237763234,17237.72,20.79
"859",-34.5896179579695,-58.4620118049435,17257.83,20.16
"860",-34.5896642405376,-58.461799833385,17277.95,20.06
"861",-34.5897105227266,-58.4615878616479,17298.06,19.79
"862",-34.5897568045365,-58.4613758897323,17318.18,19.59
"863",-34.5898030859673,-58.461163917638,17338.29,19.51
"864",-34.5898493670191,-58.4609519453652,17358.4,19.39
"865",-34.5898956476918,-58.4607399729138,17378.52,19.71
"866",-34.5899419279854,-58.4605280002838,17398.63,19.61
"867",-34.5899882079,-58.4603160274753,17418.75,19.56
"868",-34.5900344874355,-58.4601040544882,17438.86,19.2
"869",-34.5900807665919,-58.4598920813225,17458.97,23.79
"870",-34.5901270453692,-58.4596801079784,17479.09,20.57
"871",-34.5901733237674,-58.4594681344556,17499.2,19.34
"872",-34.5902196017865,-58.4592561607544,17519.32,19.34
"873",-34.5902658794266,-58.4590441868746,17539.43,19.3
"874",-34.5903121566875,-58.4588322128163,17559.54,19.39
"875",-34.5903584335694,-58.4586202385795,17579.66,19.34
"876",-34.5904047100722,-58.4584082641642,17599.77,19.52
"877",-34.5904509861959,-58.4581962895704,17619.89,19.51
"878",-34.5904972619404,-58.457984314798,17640,19.83
"879",-34.5905435373059,-58.4577723398472,17660.11,19.58
"880",-34.5905898122923,-58.4575603647179,17680.23,19.41
"881",-34.5906360868996,-58.4573483894101,17700.34,19.31
"882",-34.5906823611278,-58.4571364139239,17720.46,19.37
"883",-34.5907286349769,-58.4569244382591,17740.57,19.54
"884",-34.5907749084469,-58.4567124624159,17760.68,19.51
"885",-34.5908211815378,-58.4565004863943,17780.8,20.02
"886",-34.5908674542495,-58.4562885101942,17800.91,20.02
"887",-34.5909137265822,-58.4560765338156,17821.03,20.33
"888",-34.5909599985357,-58.4558645572586,17841.14,20.4
"889",-34.5910062701102,-58.4556525805231,17861.25,27.71
"890",-34.5910525413055,-58.4554406036093,17881.37,21.19
"891",-34.5910988121217,-58.455228626517,17901.48,23.28
"892",-34.5911450825588,-58.4550166492462,17921.6,20.39
"893",-34.5911913526167,-58.4548046717971,17941.71,23.4
"894",-34.5912376222956,-58.4545926941696,17961.82,22.45
"895",-34.5912838915953,-58.4543807163636,17981.94,21.06
"896",-34.5913301605158,-58.4541687383793,18002.05,29.08
"897",-34.5913764290573,-58.4539567602165,18022.17,31.73
"898",-34.5914226972196,-58.4537447818754,18042.28,37.18
"899",-34.5914689650028,-58.4535328033559,18062.39,27.97
"900",-34.5915152324069,-58.453320824658,18082.51,23.95
"901",-34.5915614994319,-58.4531088457818,18102.62,23.37
"902",-34.5916077660777,-58.4528968667271,18122.74,20.98
"903",-34.5916540323443,-58.4526848874942,18142.85,22.17
"904",-34.5917002982318,-58.4524729080828,18162.96,19.6
"905",-34.5917465637402,-58.4522609284932,18183.08,16.27
"906",-34.5917928288695,-58.4520489487251,18203.19,18.06
"907",-34.5918390936196,-58.4518369687788,18223.31,15.81
"908",-34.5918853579905,-58.4516249886541,18243.42,14.83
"909",-34.5919316219823,-58.4514130083511,18263.54,23.73
"910",-34.591977885595,-58.4512010278697,18283.65,14.56
"911",-34.5920241488285,-58.4509890472101,18303.76,30.35
"912",-34.5920704116829,-58.4507770663721,18323.88,21.91
"913",-34.5921166741581,-58.4505650853559,18343.99,27.1
"914",-34.5921629362541,-58.4503531041613,18364.11,27.55
"915",-34.592209197971,-58.4501411227884,18384.22,25.51
"916",-34.5922554593087,-58.4499291412373,18404.33,25.7
"917",-34.5923017202673,-58.4497171595079,18424.45,16.71
"918",-34.5923479808467,-58.4495051776002,18444.56,20.77
"919",-34.592394241047,-58.4492931955142,18464.68,17.8
"920",-34.5924405008681,-58.44908121325,18484.79,12.92
"921",-34.59248676031,-58.4488692308075,18504.9,12.54
"922",-34.5925330193727,-58.4486572481867,18525.02,20.4
"923",-34.5925792780563,-58.4484452653877,18545.13,17.1
"924",-34.5926255363607,-58.4482332824105,18565.25,23.02
"925",-34.5926717942859,-58.448021299255,18585.36,28.72
"926",-34.592718051832,-58.4478093159213,18605.47,29.3
"927",-34.5927643089989,-58.4475973324094,18625.59,13.62
"928",-34.5928105657866,-58.4473853487193,18645.7,13.89
"929",-34.5928568221951,-58.4471733648509,18665.82,12.56
"930",-34.5929030782245,-58.4469613808043,18685.93,14.36
"931",-34.5929493338746,-58.4467493965796,18706.04,15.69
"932",-34.5929955891456,-58.4465374121766,18726.16,14.57
"933",-34.5930418440374,-58.4463254275955,18746.27,13.16
"934",-34.59308809855,-58.4461134428361,18766.39,10.47
"935",-34.5931343526834,-58.4459014578986,18786.5,19.93
"936",-34.5931806064376,-58.4456894727829,18806.61,14.72
